#separator:tab
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:13
Q-AB?onj!	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	久子はまだ学生ですわ。	久子[ひさこ]はまだ学生ですわ。	Hisako is still a student.	わ	A sentence final particle used in weak assertive or volitional sentences by a female speaker.	 [sound:naver-9df1f021-341d9fb1-914be452-6dc74774-c9cdec7a.mp3]	Basic	520		basic
O=RHiI:i~z	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	この部屋は小さいわ。	この部屋は小さいわ。	This room is small.	わ	A sentence final particle used in weak assertive or volitional sentences by a female speaker.	 [sound:naverclovapremium-fab000e7-6fbe33c9-b8d6b4fb-581f2cf4-06575745.mp3]	Basic	520		basic
AP]Tk*k::t	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私が彼に話しましょう。	私が彼に話しましょう。	I will talk to him.	ましょう	I/We will do something; Let’s do something | A verb ending which indicates the first person’s volition or invitation in formal speech.	 [sound:amazon-d4974c0e-dde6ab52-df9cd346-b970c18b-606a071c.mp3]	Basic	240		basic
oUger9=Hw&	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	映画に行きましょう。	映画に行きましょう。	Let's go to a movie.	ましょう	I/We will do something; Let’s do something | A verb ending which indicates the first person’s volition or invitation in formal speech.	 [sound:naverclovapremium-4267475b-77f5d4f8-b93db567-3aa9da5a-695b4aae.mp3]	Basic	240		basic
d(lMkv^ZJr	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私達が手伝いましょう。	私達が手伝いましょう。	We will help you.	ましょう	I/We will do something; Let’s do something | A verb ending which indicates the first person’s volition or invitation in formal speech.	 [sound:naverclovapremium-1e6f41e1-2472e092-ec8217eb-797f0eec-e2159ff5.mp3]	Basic	240		basic
h$N8yE0X?l	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私が行きましょうか。	私が行きましょうか。	Shall I go there?	ましょう	I/We will do something; Let’s do something | A verb ending which indicates the first person’s volition or invitation in formal speech.	 [sound:azure-345f4eb4-ad6e11aa-45c9524f-8bed17a3-ea17e3fc.mp3]	Basic	240		basic
NgpPN`+4.~	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	ビールを飲みましょう。	ビールを飲みましょう。	Let's drink beer.	ましょう	I/We will do something; Let’s do something | A verb ending which indicates the first person’s volition or invitation in formal speech.	 [sound:azure-efe4a371-93dd0283-d4b1a717-e28910e4-e0ddfaa2.mp3]	Basic	240		basic
sD<ZWn-0pw	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	車で行きましょうか。	車で行きましょうか。	Shall we go by car?	ましょう	I/We will do something; Let’s do something | A verb ending which indicates the first person’s volition or invitation in formal speech.	 [sound:azure-9bbe805e-dcfbc70b-a120cb98-b2d37acb-b56b0074.mp3]	Basic	240		basic
pU{USGt|6;	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私は電車かバス（か）で行く・行きます。	私は電車かバス（か）で行く・行きます。	I will go either by train or by bus.	か	(either) ~ or ~ | A particle which marks an alternative.	[sound:vocalware-e94f2082-2d576b76-4e57de83-11a533f4-61efa273.mp3]	Basic	164		basic
n}.Si</E6<	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	トムが行くかメアリーが行くかどちらかだ・です。	トムが行くかメアリーが行くかどちらかだ・です。	Either Tom will go or Mary will go.	か	(either) ~ or ~ | A particle which marks an alternative.	[sound:amazon-16eebb04-d84ea815-971a3afc-3932741c-fa9cb649.mp3]	Basic	164	どちらか - either, one of the two	basic
Ha&c;HWhc1	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私は毎朝ジュースかミルクを飲む。	私は毎朝ジュースかミルクを飲む。	I drink either juice or milk every morning.	か	(either) ~ or ~ | A particle which marks an alternative.	 [sound:naverclovapremium-d70ac846-aa65ed16-22f54f92-461d659a-75235d8c.mp3]	Basic	164		basic
KQgmS^zBAg	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	それはボブかマークがします。	それはボブかマークがします。	As for that, either Bob or Mark will do it.	か	(either) ~ or ~ | A particle which marks an alternative.	[sound:amazon-26d8a638-b30a0048-0960da4e-797adc2a-bbc7f926.mp3]	Basic	164		basic
jeWR?qI.=I	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	肉が高かったか一郎が嫌いだったかどちらかだ。	肉が高かったか 一郎[いちろう]が嫌いだったかどちらかだ。	Either meat was expensive or Ichirou didn't like meat.	か	(either) ~ or ~ | A particle which marks an alternative.	 [sound:naverclovapremium-c33130fe-ad624b55-fefe8cb3-7fbf9ccb-91d0fa25.mp3]	Basic	164		basic
q}}8``/ip[	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	手紙を書くか電話をかけるかどちらかして下さい。	手紙を書くか電話をかけるかどちらかして下さい。	Either write a letter or make a call, please.	か	(either) ~ or ~ | A particle which marks an alternative.	 [sound:naverclovapremium-31e9bc79-7b28974b-040cdd1e-e13241a3-99ed37c2.mp3]	Basic	164		basic
dR,$,-e+fT	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	食べるか話すかどちらかにしなさい。	食べるか話すかどちらかにしなさい。	Decide on either eating or talking.	か	(either) ~ or ~ | A particle which marks an alternative.	 [sound:naverclovapremium-6980d43b-ab5d9eb3-a632ef4e-11b746b9-7d8ba633.mp3]	Basic	164		basic
P0-?w0Na<(	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	よし子は大学へ行く・行きますか。	よし子は大学へ行く・行きますか。	Is Yoshiko going to college?	か	Whether; if | A sentence final particle which indicates that the preceding sentence is interrogative.	[sound:amazon-ce381bd3-2fa470dc-a4581aab-3359df87-8daab261.mp3]	Basic	166		basic
l*iB1PBE{a	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私はテリーにナンシが日本へ行くかと聞いた・聞きました。	私はテリーにナンシが日本へ行くかと聞いた・聞きました。	I asked Terry whether Nancy was going to Japan.	か	Whether; if | A sentence final particle which indicates that the preceding sentence is interrogative.	[sound:vocalware-4304988f-f48280ed-d65c4c06-89404420-51a5c54c.mp3]	Basic	166		basic
rIO)oFM2!_	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	あなたは学生ですか。	あなたは学生ですか。	Are you a student?	か	Whether; if | A sentence final particle which indicates that the preceding sentence is interrogative.	 [sound:vocalware-1b8bed38-8565afb6-90316616-28eba026-ad6f2e1b.mp3]	Basic	166		basic
B;z~v),DKF	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	これは何ですか。	これは何ですか。	What is this?	か	Whether; if | A sentence final particle which indicates that the preceding sentence is interrogative.	 [sound:naverclovapremium-4a433261-53960152-eac17cf9-4d8355a1-6c08df4b.mp3]	Basic	166		basic
zm:*v,)1*5	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	友達は漢字が難しいかと聞いた。	友達は漢字が難しいかと聞いた。	My friend asked if kanji is difficult.	か	Whether; if | A sentence final particle which indicates that the preceding sentence is interrogative.	 [sound:naverclovapremium-9644afe7-cb8ff53d-30042b45-878dfe73-242ff6b6.mp3]	Basic	166		basic
A4%b_3sqg7	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私はジャンに誰が来たかと尋ねた。	私はジャンに誰が来たかと尋ねた。	I asked Jan who had come.	か	Whether; if | A sentence final particle which indicates that the preceding sentence is interrogative.	 [sound:azure-17342ba7-3b02b980-2f2630ca-97051a8d-00ae8d83.mp3]	Basic	166		basic
Gzmt}NC(k%	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	僕は山崎先生が昨日何を言ったか忘れてしまった。	僕は 山崎[やまざき]先生が昨日何を言ったか忘れてしまった。	I've forgotten (completely) what Professor Yamazaki said yesterday.	か	Whether; if | A sentence final particle which indicates that the preceding sentence is interrogative.	 [sound:azure-9474d262-d4473c63-38f281d4-7400e7f6-5df6b04b.mp3]	Basic	166		basic
c!J[$QE1Ux	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私は健二にお金を貸したかどうか思い出せない。	私は 健二[けんじ]にお金を貸したかどうか思い出せない。	I cannot remember if I lent Kenji some money.	か	Whether; if | A sentence final particle which indicates that the preceding sentence is interrogative.	 [sound:azure-af2672cd-8a014713-9885f9ee-6b90c6af-95e1bce4.mp3]	Basic	166		basic
"xA5#Ca4`on"	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	日本語は面白いかい。	日本語は面白いかい。	Is Japanese interesting?	かい	A sentence final particle which marks yes-no questions in informal male speech.	 [sound:vocalware-2793cf88-83671eb8-a63d1577-f5642f12-5ac3e46f.mp3]	Basic	170		basic
L:(LbT&}.Q	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	上野さんはアメリカへ行くのかい。	上野[うえの]さんはアメリカへ行くのかい。	Is Mr. Ueno going to America?	かい	A sentence final particle which marks yes-no questions in informal male speech.	 [sound:azure-c1928e8e-a36abad5-3768e1bf-22f08183-4c4c8215.mp3]	Basic	170		basic
"BBenT0ap#l"	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	日本語を勉強するかい。	日本語を勉強するかい。	Will you study Japanese?	かい	A sentence final particle which marks yes-no questions in informal male speech.	 [sound:vocalware-d4075289-77963f28-3770ce63-b3990b81-7803717c.mp3]	Basic	170		basic
guD,biVB.l	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	このアパートは静かかい。	このアパートは静かかい。	Is this apartment quiet?	かい	A sentence final particle which marks yes-no questions in informal male speech.	 [sound:azure-606c4218-c997bcd2-0c02e635-d80b73ee-5133fbf8.mp3]	Basic	170		basic
D~pWTPuo0{	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	君達は学生かい。	君達は学生かい。	Are you students?	かい	A sentence final particle which marks yes-no questions in informal male speech.	 [sound:naverclovapremium-0f6627f8-dc73c678-7670d62a-48e865b1-6058f196.mp3]	Basic	170		basic
p`!-6}j*~t	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	その本は難しいのかい。	その本は難しいのかい。	Is the book difficult?	かい	A sentence final particle which marks yes-no questions in informal male speech.	 [sound:azure-3c9d23bf-3b4fde35-01a3cf02-014e4669-4d7a2e69.mp3]	Basic	170		basic
Nrzy;roB^`	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	あの人は先生なのかい。	あの人は先生なのかい。	Is that person a teacher?	かい	A sentence final particle which marks yes-no questions in informal male speech.	 [sound:naverclovapremium-436f3586-ad790d60-6709fe5e-d428d635-3f6b50a4.mp3]	Basic	170		basic
CY%{yZBk6P	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	松本さんは来るかしら。	松本さんは来るかしら。	I wonder if Mr. Matsumoto will come.	かしら	I wonder | A sentence final particle which expresses the idea that the female speaker wonders about something.	 [sound:azure-6167aed8-a0d3a081-309d0555-81d3fbea-2d2d20bb.mp3]	Basic	181		basic
B~K&~*:e7p	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	あの先生の授業は面白いかしら。	あの先生の授業は面白いかしら。	I wonder if that teacher's class is interesting.	かしら	I wonder | A sentence final particle which expresses the idea that the female speaker wonders about something.	[sound:azure-bb7be5b8-e426eda4-3e3ac715-64f0934a-054af0e0.mp3]	Basic	181		basic
u@Zq,KGfgR	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	幸子さんは何が好きかしら。	幸子[さちこ]さんは何が好きかしら。	I wonder what Sachiko likes.	かしら	I wonder | A sentence final particle which expresses the idea that the female speaker wonders about something.	[sound:amazon-11009867-7cad22c9-c625440e-ea31fb16-d042b462.mp3]	Basic	181		basic
sOTR<I/f/l	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	あの人は誰かしら。	あの人は誰かしら。	I wonder who that person is.	かしら	I wonder | A sentence final particle which expresses the idea that the female speaker wonders about something.	 [sound:naverclovapremium-c2bc0407-f82185dd-cada7551-cfd07b46-e8214768.mp3]	Basic	181		basic
PP4AKq3ypP	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	この町（に）は大学が三つある・あります。	この町（に）は大学が三つある・あります。	In this town are three universities.	ある	Be; exist; have | An inanimate thing exists	[sound:naver-337dfe39-cf09b290-5333d542-3f325cb6-23c06f22.mp3]	Basic	73		basic
"s-O[s_7#K7"	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	エッフェル塔はパリにある・あります。	エッフェル塔はパリにある・あります。	The Eiffel Tower is in Paris.	ある	Be; exist; have | An inanimate thing exists	[sound:vocalware-9f78d71d-4cbaf29a-ca30d07e-0a613c99-f3ed5897.mp3]	Basic	73		basic
c*U;1)F+Cl	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私のアパト(に)はテレビが二台ある。	私のアパト(に)はテレビが二台ある。	There are two TV sets in my apartment.	ある	Be; exist; have | An inanimate thing exists	 [sound:naverclovapremium-269306e6-2759cf07-77e1b294-119e4bad-329bac75.mp3]	Basic	73		basic
G!SbMO}S1^	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	デトロイトはミシガン州にあります。	デトロイトはミシガン州にあります。	Detroit is in the State of Michigan.	ある	Be; exist; have | An inanimate thing exists	 [sound:naverclovapremium-5a0ab339-a0447171-1497f7c9-7be86d49-c243c96b.mp3]	Basic	73		basic
o+gdGq]OL4	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	和田さんのうち(に)はクーラーがない。	和田さんのうち(に)はクーラーがない。	There is no air-conditioner at Mr. Wada's.	ある	Be; exist; have | An inanimate thing exists	 [sound:naverclovapremium-95dfbe86-a5dfe81a-bd3c7d64-21454d7a-4326500e.mp3]	Basic	73		basic
Ii>kQZ-j-~	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	それはもうジョンに話してある・あります。	それはもうジョンに話してある・あります。	It's been told to John already.	てある	Have been done; has been done; be done | Something has been done to something and the resultant state of that action remains.	[sound:amazon-ef3d5040-19f65301-843d38c2-746cdf08-8b8f5b92.mp3]	Basic	76		basic
"cK&g}r/xu#"	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	飲み物はもう買ってあります。	飲み物はもう買ってあります。	Drinks have already been bought.	てある	Have been done; has been done; be done | Something has been done to something and the resultant state of that action remains.	 [sound:azure-bbc7b7d2-e0f951ff-d0415d49-2db456e9-5500237b.mp3]	Basic	76		basic
gT_zvq=.w~	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	窓が開けてある。	窓が開けてある。	The window has been open/is open.	てある	Have been done; has been done; be done | Something has been done to something and the resultant state of that action remains.	 [sound:azure-addeab7c-814883b0-2ee0a17e-68e2b766-bcd7d1e5.mp3]	Basic	76		basic
vC1^CQx_M(	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	この町(に)は日本人が沢山いる・います。	この町(に)は日本人が沢山いる・います。	In this town are many Japanese people.	いる	Be; exist; stay | An animate thing exists.	[sound:naverclovapremium-05e2ed52-d5b2db2c-07373744-d2cd13fc-2fe27a15.mp3]	Basic	153		basic
n5gvFxwcDR	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	リーはこの寮にいる・います。	リーはこの寮にいる・います。	Lee is in this dorm.	いる	Be; exist; stay | An animate thing exists.	[sound:naverclovapremium-ceb14382-0560d031-ad654542-1cb602b5-c48cdf2f.mp3]	Basic	153		basic
bWv+k1I-RW	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	この動物園にはパンダがいます。	この動物園にはパンダがいます。	There are pandas in this zoo.	いる	Be; exist; stay | An animate thing exists.	 [sound:naverclovapremium-6a86eb9b-1123d437-58519762-cd67dacd-713bcb49.mp3]	Basic	153		basic
B(90$_U2<f	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	スチーブは今ロビンのアパートにいる。	スチーブは今ロビンのアパートにいる。	Steve is in Robin's apartment now.	いる	Be; exist; stay | An animate thing exists.	 [sound:vocalware-4bbbad82-b858bd52-1d82b71b-6674bf8a-f6ac38f6.mp3]	Basic	153		basic
k[_IyKZ;+6	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	佐々木さんは酒を飲んでいる・います。	佐々木[ささき]さんは酒を飲んでいる・います。	Mr. Sasaki is drinking sake.	ている	Be ~ing; have done (something) | Someone or something is doing something he or it started some time ago, or is in a state created by an action he or it took some time ago.	[sound:vocalware-94526cb0-a402108e-ae3c15b0-3e66057a-674f7eae.mp3]	Basic	155		basic
H}q[^tDS<e	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	和江は新聞を読んでいる。	和江[かずえ]は新聞を読んでいる。	Kazue is reading a newspaper.	ている	Be ~ing; have done (something) | Someone or something is doing something he or it started some time ago, or is in a state created by an action he or it took some time ago.	 [sound:naverclovapremium-4854f576-dfe2231d-31b6de1c-30cc30fb-333b33a0.mp3]	Basic	155		basic
M<9Kfoq@Ko	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	この林檎は腐っている。	この林檎は腐っている。	This apple is rotten.	ている	Be ~ing; have done (something) | Someone or something is doing something he or it started some time ago, or is in a state created by an action he or it took some time ago.	 [sound:naverclovapremium-a00137fb-680752e5-eff29e7b-ea0a18ec-caf475c8.mp3]	Basic	155		basic
c>G$R[fz?i	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	木が倒れている。	木が倒れている。	A tree has fallen down (and is lying there).	ている	Be ~ing; have done (something) | Someone or something is doing something he or it started some time ago, or is in a state created by an action he or it took some time ago.	 [sound:azure-0457b703-8974e566-7c969257-86cd4ce1-c58758c5.mp3]	Basic	155		basic
uzpyh1$DT0	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私は鈴木さんを知っています。	私は 鈴木[すずき]さんを知っています。	I know Miss Suzuki.	ている	Be ~ing; have done (something) | Someone or something is doing something he or it started some time ago, or is in a state created by an action he or it took some time ago.	 [sound:naverclovapremium-f0b7dedd-30f16fa2-f28c70b0-c2becbe8-0a7e5c21.mp3]	Basic	155		basic
vrA3*X!{AE	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	中山さんはテニスをする・します。	中山[なかやま]さんはテニスをする・します。	Mr. Nakayama plays tennis.	する - Do; make; play; play the role of ~; wear	Someone/something causes a state or action to take place.	[sound:vocalware-4a871911-2b632d09-2af6a9f2-4efc832b-75b59ee5.mp3]	Basic	428		basic
hgf3YF{%Ql	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	リーズさんは英語の先生をしている・います。	リーズさんは英語の先生をしている・います。	Mr. Leeds is an English teacher.	する - Do; make; play; play the role of ~; wear	Someone/something causes a state or action to take place.	[sound:naverclovapremium-273e5621-60e28153-0312769c-fc680a98-5a23d869.mp3]	Basic	428		basic
m7)`1EWVGd	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	先生はテストを易しくした・しました。	先生はテストを易しくした・しました。	The teacher made his test easy.	する - Do; make; play; play the role of ~; wear	Someone/something causes a state or action to take place.	[sound:naver-c1e21391-cb4369e5-91a141cd-4b32861e-8cf97f72.mp3]	Basic	428		basic
uiRmE]U?A}	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	木口は息子を医者にした・しました。	木口[きぐち]は息子を医者にした・しました。	Kiguchi caused his son to become a physician.	する - Do; make; play; play the role of ~; wear	Someone/something causes a state or action to take place.	[sound:vocalware-379957cd-0dbfc38f-9af8cefc-19a164c1-3790d967.mp3]	Basic	428		basic
D8Itp=$SPk	A Dictionary of Japanese Grammar	Dictionaries of Japanese Grammar Sentences::1 - Basic	私は中国語を勉強している・います。	私は中国語を勉強している・います。	I am studying Chinese.	する - Do; make; play; play the role of ~; wear	Someone/something causes a state or action to take place.	[sound:vocalware-ef425f83-183857fa-8fc2f5a9-46fe9126-3611c7d1.mp3]	Basic	428		basic
